piste;nimi;x_gk25;y_gk25;suunta;aika;vuosi;ha;pa;ka;ra;la;mp;rv;autot
C11;SUUTARILANTIE;25500653;6685458;2;1100;2015;262;101;14;4;1;2;0;382
C11;SUUTARILANTIE;25500653;6685458;2;1200;2015;234;90;30;4;2;5;0;360
C11;SUUTARILANTIE;25500653;6685458;2;1300;2015;245;101;37;8;1;4;0;392
C11;SUUTARILANTIE;25500653;6685458;2;1400;2015;293;106;28;6;3;3;0;436
C11;SUUTARILANTIE;25500653;6685458;2;1500;2015;94;35;5;0;0;2;0;134
C11;SUUTARILANTIE;25500653;6685458;2;1515;2015;106;23;6;0;0;2;0;135
C11;SUUTARILANTIE;25500653;6685458;2;1530;2015;119;23;3;3;1;1;0;149
C11;SUUTARILANTIE;25500653;6685458;2;1545;2015;107;21;5;2;0;1;0;135
C11;SUUTARILANTIE;25500653;6685458;2;1600;2015;146;26;2;1;1;1;0;176
C11;SUUTARILANTIE;25500653;6685458;2;1615;2015;116;16;2;0;0;0;0;134
C11;SUUTARILANTIE;25500653;6685458;2;1630;2015;102;21;2;0;2;0;0;127
C11;SUUTARILANTIE;25500653;6685458;2;1645;2015;98;15;4;0;0;2;0;117
C11;SUUTARILANTIE;25500653;6685458;2;1700;2015;109;11;3;0;3;1;0;126
C11;SUUTARILANTIE;25500653;6685458;2;1715;2015;92;5;2;0;1;3;0;100
C11;SUUTARILANTIE;25500653;6685458;2;1730;2015;90;15;8;0;4;4;0;117
C11;SUUTARILANTIE;25500653;6685458;2;1745;2015;87;10;0;0;2;4;0;99
C11;SUUTARILANTIE;25500653;6685458;2;1800;2015;296;26;3;0;9;9;0;334
C11;SUUTARILANTIE;25500653;6685458;2;1900;2015;194;18;4;0;6;5;0;222
C11;SUUTARILANTIE;25500653;6685458;2;2000;2015;128;14;4;1;4;0;0;151
C11;SUUTARILANTIE;25500653;6685458;2;2100;2015;94;10;3;1;3;0;0;111
C11;SUUTARILANTIE;25500653;6685458;2;2200;2015;54;6;2;1;2;0;0;65
C11;SUUTARILANTIE;25500653;6685458;2;2300;2015;26;3;1;0;1;0;0;31
C12;TIKKURITIE;25501584;6685407;1;0;2015;37;4;1;0;1;0;0;43
C12;TIKKURITIE;25501584;6685407;1;100;2015;26;2;0;0;0;0;0;28
C12;TIKKURITIE;25501584;6685407;1;200;2015;10;1;0;0;0;0;0;11
C12;TIKKURITIE;25501584;6685407;1;300;2015;6;1;0;0;0;0;0;7
C12;TIKKURITIE;25501584;6685407;1;400;2015;13;1;0;0;1;0;0;15
C12;TIKKURITIE;25501584;6685407;1;500;2015;59;5;1;0;1;0;0;66
C12;TIKKURITIE;25501584;6685407;1;600;2015;14;9;2;1;2;0;0;28
C12;TIKKURITIE;25501584;6685407;1;615;2015;24;10;3;0;3;1;0;40
C12;TIKKURITIE;25501584;6685407;1;630;2015;54;16;3;3;7;1;0;83
C12;TIKKURITIE;25501584;6685407;1;645;2015;72;28;4;2;6;1;0;112
C12;TIKKURITIE;25501584;6685407;1;700;2015;68;17;3;0;2;0;0;90
C12;TIKKURITIE;25501584;6685407;1;715;2015;60;15;2;0;1;0;0;78
C12;TIKKURITIE;25501584;6685407;1;730;2015;65;19;5;0;3;3;0;92
C12;TIKKURITIE;25501584;6685407;1;745;2015;85;25;7;1;1;1;0;119
C12;TIKKURITIE;25501584;6685407;1;800;2015;89;17;3;1;2;1;0;112
C12;TIKKURITIE;25501584;6685407;1;815;2015;83;15;5;0;1;0;0;104
C12;TIKKURITIE;25501584;6685407;1;830;2015;51;10;5;0;2;0;0;68
C12;TIKKURITIE;25501584;6685407;1;845;2015;71;15;6;0;2;2;0;94
C12;TIKKURITIE;25501584;6685407;1;900;2015;197;41;14;3;5;4;0;260
C12;TIKKURITIE;25501584;6685407;1;1000;2015;198;39;11;1;4;5;0;253
C12;TIKKURITIE;25501584;6685407;1;1100;2015;255;54;17;2;4;1;0;332
C12;TIKKURITIE;25501584;6685407;1;1200;2015;245;52;13;1;3;8;0;314
C12;TIKKURITIE;25501584;6685407;1;1300;2015;275;69;13;1;5;6;0;363
C12;TIKKURITIE;25501584;6685407;1;1400;2015;298;58;18;3;5;4;0;382
C12;TIKKURITIE;25501584;6685407;1;1500;2015;94;25;3;0;2;2;0;124
C12;TIKKURITIE;25501584;6685407;1;1515;2015;117;21;0;0;0;0;0;138
C12;TIKKURITIE;25501584;6685407;1;1530;2015;114;29;3;0;2;0;0;148
C12;TIKKURITIE;25501584;6685407;1;1545;2015;121;22;0;0;0;1;0;143
C12;TIKKURITIE;25501584;6685407;1;1600;2015;112;18;4;0;3;1;0;137
C12;TIKKURITIE;25501584;6685407;1;1615;2015;144;19;1;1;1;1;0;166
C12;TIKKURITIE;25501584;6685407;1;1630;2015;157;21;0;1;1;1;0;180
C12;TIKKURITIE;25501584;6685407;1;1645;2015;116;11;3;0;2;2;0;132
C12;TIKKURITIE;25501584;6685407;1;1700;2015;114;14;2;1;1;1;0;132
C12;TIKKURITIE;25501584;6685407;1;1715;2015;105;8;1;0;2;0;0;116
C12;TIKKURITIE;25501584;6685407;1;1730;2015;106;6;3;0;1;0;0;116
C12;TIKKURITIE;25501584;6685407;1;1745;2015;99;8;1;0;2;3;0;110
C12;TIKKURITIE;25501584;6685407;1;1800;2015;389;37;9;0;6;4;0;441
C12;TIKKURITIE;25501584;6685407;1;1900;2015;354;26;4;2;2;15;0;388
C12;TIKKURITIE;25501584;6685407;1;2000;2015;293;20;4;0;8;3;0;325
C12;TIKKURITIE;25501584;6685407;1;2100;2015;209;18;3;0;6;0;0;236
C12;TIKKURITIE;25501584;6685407;1;2200;2015;93;8;1;0;2;0;0;104
C12;TIKKURITIE;25501584;6685407;1;2300;2015;47;4;1;0;1;0;0;53
C12;TIKKURITIE;25501584;6685407;2;0;2015;39;3;1;0;1;0;0;44
C12;TIKKURITIE;25501584;6685407;2;100;2015;27;2;0;0;1;0;0;30
C12;TIKKURITIE;25501584;6685407;2;200;2015;17;1;0;0;0;0;0;18
C12;TIKKURITIE;25501584;6685407;2;300;2015;13;1;0;0;0;0;0;14
C12;TIKKURITIE;25501584;6685407;2;400;2015;31;2;1;0;1;0;0;35
C12;TIKKURITIE;25501584;6685407;2;500;2015;46;4;1;0;1;0;0;52
C12;TIKKURITIE;25501584;6685407;2;600;2015;9;2;2;1;2;0;0;16
C12;TIKKURITIE;25501584;6685407;2;615;2015;25;7;3;0;2;1;0;37
C12;TIKKURITIE;25501584;6685407;2;630;2015;39;10;4;2;2;1;0;57
C12;TIKKURITIE;25501584;6685407;2;645;2015;47;7;4;1;2;0;0;61
C12;TIKKURITIE;25501584;6685407;2;700;2015;86;22;1;1;3;0;0;113
C12;TIKKURITIE;25501584;6685407;2;715;2015;88;19;5;1;1;0;0;114
C12;TIKKURITIE;25501584;6685407;2;730;2015;103;16;1;0;2;1;0;122
C12;TIKKURITIE;25501584;6685407;2;745;2015;126;19;5;0;1;1;0;151
C12;TIKKURITIE;25501584;6685407;2;800;2015;117;25;8;2;2;1;0;154
C12;TIKKURITIE;25501584;6685407;2;815;2015;81;17;2;0;2;1;0;102
C12;TIKKURITIE;25501584;6685407;2;830;2015;77;15;4;0;0;0;0;96
C12;TIKKURITIE;25501584;6685407;2;845;2015;103;11;4;1;2;4;0;121
C12;TIKKURITIE;25501584;6685407;2;900;2015;305;52;19;1;7;6;0;384
C12;TIKKURITIE;25501584;6685407;2;1000;2015;255;73;9;5;4;3;0;346
C12;TIKKURITIE;25501584;6685407;2;1100;2015;269;50;18;0;3;9;0;340
C12;TIKKURITIE;25501584;6685407;2;1200;2015;271;67;16;2;4;2;0;360
C12;TIKKURITIE;25501584;6685407;2;1300;2015;298;60;13;3;5;0;0;379
C12;TIKKURITIE;25501584;6685407;2;1400;2015;351;60;23;3;7;2;0;444
C12;TIKKURITIE;25501584;6685407;2;1500;2015;109;14;3;0;2;2;0;128
C12;TIKKURITIE;25501584;6685407;2;1515;2015;102;14;3;0;1;3;0;120
C12;TIKKURITIE;25501584;6685407;2;1530;2015;129;24;5;0;2;1;0;160
C12;TIKKURITIE;25501584;6685407;2;1545;2015;144;18;3;0;2;3;0;167
C12;TIKKURITIE;25501584;6685407;2;1600;2015;134;13;3;0;2;0;0;152
C12;TIKKURITIE;25501584;6685407;2;1615;2015;181;22;2;3;1;0;0;209
C12;TIKKURITIE;25501584;6685407;2;1630;2015;132;11;1;0;2;5;0;146
C12;TIKKURITIE;25501584;6685407;2;1645;2015;137;15;1;0;1;1;0;154
C12;TIKKURITIE;25501584;6685407;2;1700;2015;130;13;4;1;2;1;0;150
C12;TIKKURITIE;25501584;6685407;2;1715;2015;120;6;2;1;2;0;0;131
C12;TIKKURITIE;25501584;6685407;2;1730;2015;107;9;2;0;0;2;0;118
C12;TIKKURITIE;25501584;6685407;2;1745;2015;114;6;2;0;1;0;0;123
C12;TIKKURITIE;25501584;6685407;2;1800;2015;389;31;10;1;2;1;0;433
C12;TIKKURITIE;25501584;6685407;2;1900;2015;251;39;4;2;10;1;0;306
C12;TIKKURITIE;25501584;6685407;2;2000;2015;226;18;4;0;5;0;0;253
C12;TIKKURITIE;25501584;6685407;2;2100;2015;181;14;3;0;4;0;0;202
C12;TIKKURITIE;25501584;6685407;2;2200;2015;97;8;2;0;2;0;0;109
C12;TIKKURITIE;25501584;6685407;2;2300;2015;71;6;1;0;1;0;0;79
C13;V.PORVOONTIE;25504251;6684609;1;0;2015;15;2;1;0;0;0;0;18
C13;V.PORVOONTIE;25504251;6684609;1;100;2015;16;2;1;0;0;0;0;19
C13;V.PORVOONTIE;25504251;6684609;1;200;2015;14;2;0;0;0;0;0;16
C13;V.PORVOONTIE;25504251;6684609;1;300;2015;13;1;1;0;0;0;0;15
C13;V.PORVOONTIE;25504251;6684609;1;400;2015;31;4;2;0;0;0;0;37
C13;V.PORVOONTIE;25504251;6684609;1;500;2015;78;10;5;1;1;0;0;95
C13;V.PORVOONTIE;25504251;6684609;1;600;2015;69;6;6;0;0;0;0;81
C13;V.PORVOONTIE;25504251;6684609;1;615;2015;73;7;4;0;0;0;0;84
C13;V.PORVOONTIE;25504251;6684609;1;630;2015;120;15;9;0;0;0;0;144
C13;V.PORVOONTIE;25504251;6684609;1;645;2015;195;29;21;0;0;0;0;245
C13;V.PORVOONTIE;25504251;6684609;1;700;2015;84;40;11;1;1;1;0;137
C13;V.PORVOONTIE;25504251;6684609;1;715;2015;108;42;6;2;0;1;0;158
C13;V.PORVOONTIE;25504251;6684609;1;730;2015;125;31;4;1;2;2;0;163
C13;V.PORVOONTIE;25504251;6684609;1;745;2015;156;41;11;2;1;1;0;211
C13;V.PORVOONTIE;25504251;6684609;1;800;2015;119;42;12;1;1;3;0;175
C13;V.PORVOONTIE;25504251;6684609;1;815;2015;78;30;6;6;1;0;0;121
C13;V.PORVOONTIE;25504251;6684609;1;830;2015;98;27;2;1;1;2;0;129
C13;V.PORVOONTIE;25504251;6684609;1;845;2015;68;23;8;3;1;1;0;103
C13;V.PORVOONTIE;25504251;6684609;1;900;2015;200;98;53;6;5;1;0;362
C13;V.PORVOONTIE;25504251;6684609;1;1000;2015;172;96;42;6;5;1;0;321
C13;V.PORVOONTIE;25504251;6684609;1;1100;2015;263;87;37;3;2;6;0;392
C13;V.PORVOONTIE;25504251;6684609;1;1200;2015;237;78;46;4;1;7;0;366
C13;V.PORVOONTIE;25504251;6684609;1;1300;2015;288;69;37;8;4;3;0;406
C13;V.PORVOONTIE;25504251;6684609;1;1400;2015;366;91;41;9;4;5;0;511
C13;V.PORVOONTIE;25504251;6684609;1;1500;2015;103;34;10;0;0;2;0;147
C13;V.PORVOONTIE;25504251;6684609;1;1515;2015;103;20;13;0;1;2;0;137
C13;V.PORVOONTIE;25504251;6684609;1;1530;2015;132;29;9;0;1;1;0;171
C13;V.PORVOONTIE;25504251;6684609;1;1545;2015;135;30;9;1;1;1;0;176
C13;V.PORVOONTIE;25504251;6684609;1;1600;2015;113;19;5;0;0;1;0;137
C13;V.PORVOONTIE;25504251;6684609;1;1615;2015;134;20;7;1;1;1;0;163
C13;V.PORVOONTIE;25504251;6684609;1;1630;2015;105;17;6;0;1;1;0;129
C13;V.PORVOONTIE;25504251;6684609;1;1645;2015;109;22;5;0;2;2;0;138
C13;V.PORVOONTIE;25504251;6684609;1;1700;2015;105;19;5;0;2;2;0;131
C13;V.PORVOONTIE;25504251;6684609;1;1715;2015;85;13;3;0;1;0;0;102
C13;V.PORVOONTIE;25504251;6684609;1;1730;2015;116;15;3;1;1;1;0;136
C13;V.PORVOONTIE;25504251;6684609;1;1745;2015;110;15;0;0;1;3;0;126
C13;V.PORVOONTIE;25504251;6684609;1;1800;2015;367;40;9;1;3;4;0;420
C13;V.PORVOONTIE;25504251;6684609;1;1900;2015;257;39;8;0;14;0;0;318
C13;V.PORVOONTIE;25504251;6684609;1;2000;2015;240;31;13;1;3;0;0;288
C13;V.PORVOONTIE;25504251;6684609;1;2100;2015;123;16;6;1;1;0;0;147
C13;V.PORVOONTIE;25504251;6684609;1;2200;2015;77;10;4;1;1;0;0;93
C13;V.PORVOONTIE;25504251;6684609;1;2300;2015;33;5;2;0;0;0;0;40
C13;V.PORVOONTIE;25504251;6684609;2;0;2015;13;1;1;0;0;0;0;15
C13;V.PORVOONTIE;25504251;6684609;2;100;2015;16;1;1;0;0;0;0;18
C13;V.PORVOONTIE;25504251;6684609;2;200;2015;15;1;1;0;0;0;0;17
C13;V.PORVOONTIE;25504251;6684609;2;300;2015;15;1;1;0;0;0;0;17
C13;V.PORVOONTIE;25504251;6684609;2;400;2015;27;3;1;0;0;0;0;31
C13;V.PORVOONTIE;25504251;6684609;2;500;2015;98;11;5;2;2;0;0;118
C13;V.PORVOONTIE;25504251;6684609;2;600;2015;46;5;5;0;0;0;0;56
C13;V.PORVOONTIE;25504251;6684609;2;615;2015;60;4;4;0;0;1;0;68
C13;V.PORVOONTIE;25504251;6684609;2;630;2015;93;7;12;0;5;1;0;117
C13;V.PORVOONTIE;25504251;6684609;2;645;2015;77;6;9;0;2;2;0;94
C13;V.PORVOONTIE;25504251;6684609;2;700;2015;73;25;12;1;1;1;0;112
C13;V.PORVOONTIE;25504251;6684609;2;715;2015;92;29;14;1;3;0;0;139
C13;V.PORVOONTIE;25504251;6684609;2;730;2015;109;28;13;2;1;0;0;153
C13;V.PORVOONTIE;25504251;6684609;2;745;2015;127;37;7;4;1;1;0;176
C13;V.PORVOONTIE;25504251;6684609;2;800;2015;103;38;6;5;0;5;0;152
C13;V.PORVOONTIE;25504251;6684609;2;815;2015;85;18;7;2;1;5;0;113
C13;V.PORVOONTIE;25504251;6684609;2;830;2015;90;35;12;1;1;1;0;139
C13;V.PORVOONTIE;25504251;6684609;2;845;2015;84;22;10;2;1;1;0;119
C13;V.PORVOONTIE;25504251;6684609;2;900;2015;248;85;51;11;4;2;0;399
C13;V.PORVOONTIE;25504251;6684609;2;1000;2015;263;91;51;8;3;3;0;416
C13;V.PORVOONTIE;25504251;6684609;2;1100;2015;250;117;45;6;4;3;0;422
C13;V.PORVOONTIE;25504251;6684609;2;1200;2015;259;99;36;5;5;5;0;404
C13;V.PORVOONTIE;25504251;6684609;2;1300;2015;299;99;42;3;5;4;0;448
C13;V.PORVOONTIE;25504251;6684609;2;1400;2015;390;130;47;9;3;3;0;579
C13;V.PORVOONTIE;25504251;6684609;2;1500;2015;107;34;6;1;1;1;0;149
C13;V.PORVOONTIE;25504251;6684609;2;1515;2015;164;37;13;3;0;2;0;217
C13;V.PORVOONTIE;25504251;6684609;2;1530;2015;191;49;4;0;2;2;0;246
C13;V.PORVOONTIE;25504251;6684609;2;1545;2015;173;32;12;0;1;1;0;218
C13;V.PORVOONTIE;25504251;6684609;2;1600;2015;217;40;14;1;0;5;0;272
C13;V.PORVOONTIE;25504251;6684609;2;1615;2015;185;36;10;1;1;1;0;233
C13;V.PORVOONTIE;25504251;6684609;2;1630;2015;149;31;2;0;1;2;0;183
C13;V.PORVOONTIE;25504251;6684609;2;1645;2015;161;27;0;0;0;1;0;188
C13;V.PORVOONTIE;25504251;6684609;2;1700;2015;145;22;2;0;0;1;0;169
C13;V.PORVOONTIE;25504251;6684609;2;1715;2015;133;17;2;1;1;1;0;154
C13;V.PORVOONTIE;25504251;6684609;2;1730;2015;108;25;6;0;1;3;0;140
C13;V.PORVOONTIE;25504251;6684609;2;1745;2015;109;20;7;1;2;1;0;139
C13;V.PORVOONTIE;25504251;6684609;2;1800;2015;366;48;13;0;5;6;0;432
C13;V.PORVOONTIE;25504251;6684609;2;1900;2015;282;32;12;0;5;1;0;331
C13;V.PORVOONTIE;25504251;6684609;2;2000;2015;213;25;9;2;2;0;0;251
C13;V.PORVOONTIE;25504251;6684609;2;2100;2015;114;13;5;1;1;0;0;134
C13;V.PORVOONTIE;25504251;6684609;2;2200;2015;49;5;2;1;1;0;0;58
C13;V.PORVOONTIE;25504251;6684609;2;2300;2015;36;5;2;0;0;0;0;43
C14;LAHDENVÄYLÄ;25504732;6684363;1;0;2015;81;5;2;2;2;0;0;92
C14;LAHDENVÄYLÄ;25504732;6684363;1;100;2015;50;3;1;1;2;0;0;57
C14;LAHDENVÄYLÄ;25504732;6684363;1;200;2015;49;3;1;0;1;0;0;54
C14;LAHDENVÄYLÄ;25504732;6684363;1;300;2015;46;4;1;1;2;0;0;54
C14;LAHDENVÄYLÄ;25504732;6684363;1;400;2015;126;9;2;1;2;0;0;140
C14;LAHDENVÄYLÄ;25504732;6684363;1;500;2015;656;47;12;9;18;1;0;742
C14;LAHDENVÄYLÄ;25504732;6684363;1;600;2015;425;64;22;17;12;1;0;540
C14;LAHDENVÄYLÄ;25504732;6684363;1;615;2015;619;84;28;17;4;0;0;752
C14;LAHDENVÄYLÄ;25504732;6684363;1;630;2015;826;95;27;12;13;0;0;973
C14;LAHDENVÄYLÄ;25504732;6684363;1;645;2015;790;86;23;27;13;0;0;939
C14;LAHDENVÄYLÄ;25504732;6684363;1;700;2015;547;93;37;4;12;1;0;693
C14;LAHDENVÄYLÄ;25504732;6684363;1;715;2015;719;94;19;7;11;3;0;850
C14;LAHDENVÄYLÄ;25504732;6684363;1;730;2015;852;104;27;6;20;5;0;1009
C14;LAHDENVÄYLÄ;25504732;6684363;1;745;2015;864;86;20;8;10;3;0;988
C14;LAHDENVÄYLÄ;25504732;6684363;1;800;2015;795;87;30;2;16;5;0;930
C14;LAHDENVÄYLÄ;25504732;6684363;1;815;2015;690;56;28;6;21;2;0;801
C14;LAHDENVÄYLÄ;25504732;6684363;1;830;2015;637;64;33;6;15;1;0;755
C14;LAHDENVÄYLÄ;25504732;6684363;1;845;2015;454;63;31;10;9;4;0;567
C14;LAHDENVÄYLÄ;25504732;6684363;1;900;2015;1360;251;118;55;33;3;0;1817
C14;LAHDENVÄYLÄ;25504732;6684363;1;1000;2015;858;200;100;52;27;2;0;1237
C14;LAHDENVÄYLÄ;25504732;6684363;1;1100;2015;890;170;92;50;20;4;0;1222
C14;LAHDENVÄYLÄ;25504732;6684363;1;1200;2015;840;179;82;78;30;4;0;1209
C14;LAHDENVÄYLÄ;25504732;6684363;1;1300;2015;930;133;86;62;43;6;0;1254
C14;LAHDENVÄYLÄ;25504732;6684363;1;1400;2015;1066;156;85;58;52;8;0;1417
C14;LAHDENVÄYLÄ;25504732;6684363;1;1500;2015;276;60;26;16;22;2;0;400
C14;LAHDENVÄYLÄ;25504732;6684363;1;1515;2015;314;36;13;18;18;3;0;399
C14;LAHDENVÄYLÄ;25504732;6684363;1;1530;2015;373;41;19;21;8;2;0;462
C14;LAHDENVÄYLÄ;25504732;6684363;1;1545;2015;434;55;31;19;19;4;0;558
C14;LAHDENVÄYLÄ;25504732;6684363;1;1600;2015;1001;120;53;29;35;3;0;1238
C14;LAHDENVÄYLÄ;25504732;6684363;1;1615;2015;225;26;8;3;7;3;0;269
C14;LAHDENVÄYLÄ;25504732;6684363;1;1630;2015;218;19;2;8;5;2;0;252
C14;LAHDENVÄYLÄ;25504732;6684363;1;1645;2015;314;35;14;21;22;5;0;406
C14;LAHDENVÄYLÄ;25504732;6684363;1;1700;2015;451;38;7;14;21;3;0;531
C14;LAHDENVÄYLÄ;25504732;6684363;1;1715;2015;309;40;13;5;9;1;0;376
C14;LAHDENVÄYLÄ;25504732;6684363;1;1730;2015;329;41;13;8;7;5;0;398
C14;LAHDENVÄYLÄ;25504732;6684363;1;1745;2015;299;28;5;7;15;2;0;354
C14;LAHDENVÄYLÄ;25504732;6684363;1;1800;2015;1099;115;24;24;37;4;0;1299
C14;LAHDENVÄYLÄ;25504732;6684363;1;1900;2015;944;117;10;30;22;8;0;1123
C14;LAHDENVÄYLÄ;25504732;6684363;1;2000;2015;863;64;19;11;26;9;0;983
C14;LAHDENVÄYLÄ;25504732;6684363;1;2100;2015;570;42;12;8;16;0;0;648
C14;LAHDENVÄYLÄ;25504732;6684363;1;2200;2015;260;20;4;2;8;0;0;294
C14;LAHDENVÄYLÄ;25504732;6684363;1;2300;2015;124;9;3;2;4;0;0;142
C14;LAHDENVÄYLÄ;25504732;6684363;2;0;2015;99;8;2;1;4;0;0;114
C14;LAHDENVÄYLÄ;25504732;6684363;2;100;2015;119;8;3;3;3;0;0;136
C14;LAHDENVÄYLÄ;25504732;6684363;2;200;2015;52;3;1;1;3;0;0;60
C14;LAHDENVÄYLÄ;25504732;6684363;2;300;2015;45;4;1;1;1;0;0;52
C14;LAHDENVÄYLÄ;25504732;6684363;2;400;2015;88;7;1;1;4;0;0;101
C14;LAHDENVÄYLÄ;25504732;6684363;2;500;2015;296;23;6;4;8;0;0;337
C14;LAHDENVÄYLÄ;25504732;6684363;2;600;2015;118;13;13;10;10;0;0;164
C14;LAHDENVÄYLÄ;25504732;6684363;2;615;2015;121;15;13;7;7;0;0;163
C14;LAHDENVÄYLÄ;25504732;6684363;2;630;2015;172;34;13;7;7;0;0;233
C14;LAHDENVÄYLÄ;25504732;6684363;2;645;2015;254;66;21;8;12;0;0;361
C14;LAHDENVÄYLÄ;25504732;6684363;2;700;2015;203;22;20;8;16;1;0;269
C14;LAHDENVÄYLÄ;25504732;6684363;2;715;2015;266;24;22;7;16;0;0;335
C14;LAHDENVÄYLÄ;25504732;6684363;2;730;2015;376;38;17;15;16;1;0;462
C14;LAHDENVÄYLÄ;25504732;6684363;2;745;2015;405;44;24;17;12;1;0;502
C14;LAHDENVÄYLÄ;25504732;6684363;2;800;2015;324;34;13;12;13;1;0;396
C14;LAHDENVÄYLÄ;25504732;6684363;2;815;2015;329;43;18;12;21;0;0;423
C14;LAHDENVÄYLÄ;25504732;6684363;2;830;2015;261;43;27;16;18;0;0;365
C14;LAHDENVÄYLÄ;25504732;6684363;2;845;2015;245;42;30;16;18;0;0;351
C14;LAHDENVÄYLÄ;25504732;6684363;2;900;2015;794;157;85;70;61;6;0;1167
C14;LAHDENVÄYLÄ;25504732;6684363;2;1000;2015;834;156;112;72;47;8;0;1221
C14;LAHDENVÄYLÄ;25504732;6684363;2;1100;2015;842;164;85;76;33;4;0;1200
C14;LAHDENVÄYLÄ;25504732;6684363;2;1200;2015;901;188;101;64;22;4;0;1276
C14;LAHDENVÄYLÄ;25504732;6684363;2;1300;2015;1199;203;97;55;27;1;0;1581
C14;LAHDENVÄYLÄ;25504732;6684363;2;1400;2015;1501;287;113;83;39;4;0;2023
C14;LAHDENVÄYLÄ;25504732;6684363;2;1500;2015;487;66;30;11;7;2;0;601
C14;LAHDENVÄYLÄ;25504732;6684363;2;1515;2015;599;102;23;12;10;4;0;746
C14;LAHDENVÄYLÄ;25504732;6684363;2;1530;2015;782;124;21;9;9;1;0;945
C14;LAHDENVÄYLÄ;25504732;6684363;2;1545;2015;769;160;16;16;10;7;0;971
C14;LAHDENVÄYLÄ;25504732;6684363;2;1600;2015;660;100;19;7;16;3;0;802
C14;LAHDENVÄYLÄ;25504732;6684363;2;1615;2015;724;79;22;15;12;1;0;852
C14;LAHDENVÄYLÄ;25504732;6684363;2;1630;2015;696;70;19;16;18;3;0;819
C14;LAHDENVÄYLÄ;25504732;6684363;2;1645;2015;641;58;24;9;12;1;0;744
C14;LAHDENVÄYLÄ;25504732;6684363;2;1700;2015;656;63;23;11;14;1;0;767
C14;LAHDENVÄYLÄ;25504732;6684363;2;1715;2015;586;60;19;14;14;1;0;693
C14;LAHDENVÄYLÄ;25504732;6684363;2;1730;2015;499;43;17;9;15;2;0;583
C14;LAHDENVÄYLÄ;25504732;6684363;2;1745;2015;451;46;9;10;14;1;0;530
C14;LAHDENVÄYLÄ;25504732;6684363;2;1800;2015;1437;164;44;28;46;15;0;1719
C14;LAHDENVÄYLÄ;25504732;6684363;2;1900;2015;1112;127;24;32;30;3;0;1325
C14;LAHDENVÄYLÄ;25504732;6684363;2;2000;2015;971;73;21;14;30;0;0;1109
C14;LAHDENVÄYLÄ;25504732;6684363;2;2100;2015;660;50;16;10;20;0;0;756
C14;LAHDENVÄYLÄ;25504732;6684363;2;2200;2015;420;31;10;7;14;0;0;482
C14;LAHDENVÄYLÄ;25504732;6684363;2;2300;2015;179;13;5;2;5;0;0;204
C15;PORVOONVÄYLÄ;25504666;6682350;1;0;2015;28;1;1;1;1;0;0;32
C15;PORVOONVÄYLÄ;25504666;6682350;1;100;2015;19;1;0;0;0;0;0;20
C15;PORVOONVÄYLÄ;25504666;6682350;1;200;2015;19;1;0;0;0;0;0;20
C15;PORVOONVÄYLÄ;25504666;6682350;1;300;2015;25;1;0;1;0;0;0;27
C15;PORVOONVÄYLÄ;25504666;6682350;1;400;2015;25;1;0;1;1;0;0;28
C15;PORVOONVÄYLÄ;25504666;6682350;1;500;2015;180;8;2;4;4;0;0;198
C15;PORVOONVÄYLÄ;25504666;6682350;1;600;2015;78;17;3;8;0;0;0;106
C15;PORVOONVÄYLÄ;25504666;6682350;1;615;2015;225;14;3;0;0;0;0;242
C15;PORVOONVÄYLÄ;25504666;6682350;1;630;2015;242;17;5;5;0;0;0;269
C15;PORVOONVÄYLÄ;25504666;6682350;1;645;2015;243;21;7;5;4;0;0;280
C15;PORVOONVÄYLÄ;25504666;6682350;1;700;2015;204;20;3;4;1;0;0;232
C15;PORVOONVÄYLÄ;25504666;6682350;1;715;2015;266;18;2;2;2;2;0;290
C15;PORVOONVÄYLÄ;25504666;6682350;1;730;2015;269;24;2;4;3;0;0;302
C15;PORVOONVÄYLÄ;25504666;6682350;1;745;2015;248;20;5;10;2;0;0;285
C15;PORVOONVÄYLÄ;25504666;6682350;1;800;2015;221;15;2;3;1;0;0;242
C15;PORVOONVÄYLÄ;25504666;6682350;1;815;2015;238;19;5;9;1;0;0;272
C15;PORVOONVÄYLÄ;25504666;6682350;1;830;2015;206;17;6;6;2;0;0;237
C15;PORVOONVÄYLÄ;25504666;6682350;1;845;2015;146;10;2;5;1;1;0;164
C15;PORVOONVÄYLÄ;25504666;6682350;1;900;2015;500;43;16;23;3;7;0;585
C15;PORVOONVÄYLÄ;25504666;6682350;1;1000;2015;252;40;25;25;3;2;0;345
C15;PORVOONVÄYLÄ;25504666;6682350;1;1100;2015;290;39;26;40;4;2;0;399
C15;PORVOONVÄYLÄ;25504666;6682350;1;1200;2015;318;44;26;34;5;1;0;427
C15;PORVOONVÄYLÄ;25504666;6682350;1;1300;2015;271;49;23;46;5;3;0;394
C15;PORVOONVÄYLÄ;25504666;6682350;1;1400;2015;304;41;29;43;7;1;0;424
C15;PORVOONVÄYLÄ;25504666;6682350;1;1500;2015;120;17;8;20;1;0;0;166
C15;PORVOONVÄYLÄ;25504666;6682350;1;1515;2015;130;19;8;9;2;0;0;168
C15;PORVOONVÄYLÄ;25504666;6682350;1;1530;2015;106;11;7;13;2;0;0;139
